Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.469911921244766,24.469911921244766,24.34817106591519,24.4525203704834,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.469906588732183,24.62643051147461,24.469906588732183,24.62643051147461,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.609047450844546,24.696005215688523,24.55687279193816,24.678613662719727,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.713393484033137,24.956875193235433,24.69600193337583,24.939483642578125,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,25.026431698269313,25.095997873942054,24.74816699557834,25.0438232421875,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,25.026433944702145,25.078608581140024,24.887301580867806,25.02643394470215,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,25.026433944702145,25.113391672098608,24.99165085374356,25.02643394470215,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.939483463722482,24.939483463722482,24.800351059461825,24.85252571105957,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.85253263936019,24.904707305503006,24.78296641783644,24.88731575012207,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.922086912003945,25.11339392947222,24.922086912003945,25.009044647216797,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.974267260545435,24.974267260545435,24.8177433013916,24.8177433013916,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.74818009048122,24.74818009048122,24.15686728438399,24.191650390625,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.19164883044126,24.22643193443902,24.087299518447985,24.174257278442383,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.452522461838306,24.452522461838306,23.826426580880852,24.1568660736084,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.15686054175006,24.243818283081055,24.122077445217663,24.243818283081055,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.313390384153266,24.36556504162999,24.2438241741843,24.330781936645508,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.400340838834794,24.417732386118356,24.191642271432073,24.313383102416992,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.330774212961142,24.62643051147461,24.330774212961142,24.62643051147461,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.609047450844546,24.696005215688523,24.55687279193816,24.678613662719727,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.7307876248665,24.7307876248665,24.59165520503603,24.713396072387695,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.80035331473017,24.80035331473017,24.60904624147489,24.643829345703125,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.66121370636538,25.009044647216797,24.62643061228024,25.009044647216797,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,25.043831399933453,25.13078914784989,25.009048300766878,25.1133975982666,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.148171950847658,25.148171950847658,24.97425651550293,24.97425651550293,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,25.009050539751957,25.113399846593758,24.887309681769853,24.904701232910156,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.956874371877785,25.46122932434082,24.956874371877785,25.46122932434082,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.409048762854198,25.426440308893113,25.322091032659625,25.374265670776367,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.374281780175078,25.426456451416016,25.269932437693207,25.426456451416016,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.443818800079807,25.51338494854209,25.322078040270814,25.356861114501953,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.148186776841253,25.165578330628836,24.93948813139029,25.096012115478516,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.07860675154061,25.21773910522461,25.07860675154061,25.21773910522461,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.21773910522461,25.287305282066608,25.21773910522461,25.21773910522461,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.182966752485797,25.182966752485797,25.026442787863992,25.06122589111328,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.16556447259311,25.32208837048761,25.16556447259311,25.21773910522461,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.319370171826883,25.319370171826883,25.179580688476562,25.179580688476562,66900,0.213,0.0,0.0
