Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-04-28 00:00:00-04:00,0.07183686841836509,0.07290104578623238,0.07130416772351611,0.07236895710229874,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.0723689577142842,0.0723689577142842,0.06970790226119751,0.07023999094963074,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07024001538074176,0.07077210425424788,0.06704748213970503,0.06864374876022339,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06864376025883899,0.06864376025883899,0.06651540440829053,0.06757958233356476,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06757958233356476,0.06864376025883899,0.06704749337092764,0.06757958233356476,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.06757955057995702,0.06757955057995702,0.06704746186733246,0.06704746186733246,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06757958233356476,0.06864376025883899,0.06757958233356476,0.06757958233356476,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06757958233356476,0.06811167129620187,0.06651540440829053,0.06757958233356476,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06757953227491102,0.06811162084341049,0.06704744370641155,0.06811162084341049,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.06811167129620187,0.06811167129620187,0.06757958233356476,0.06757958233356476,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06757953227491102,0.06970788654890892,0.06757953227491102,0.06811162084341049,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06811165988671727,0.06917583763372952,0.06811165988671727,0.06864374876022339,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06864370941190998,0.06864370941190998,0.06811162084341049,0.06811162084341049,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06811162084341049,0.06917579798040945,0.06811162084341049,0.06811162084341049,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06811165988671727,0.07024001538074176,0.06811165988671727,0.06864374876022339,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.06864376025883899,0.06864376025883899,0.06704749337092764,0.06757958233356476,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.06757955057995702,0.06757955057995702,0.0665153731547079,0.06704746186733246,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.0670474503310777,0.06757953895215053,0.06598327308893204,0.06598327308893204,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06598327308893204,0.06651536171000487,0.06598327308893204,0.06598327308893204,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06598327308893204,0.0670474503310777,0.06598327308893204,0.06598327308893204,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.0659832665694126,0.06811162084341049,0.0659832665694126,0.06811162084341049,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.0681116361958978,0.07023999094963074,0.0681116361958978,0.07023999094963074,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.07023999570464584,0.07290105133787718,0.06970790698019196,0.07183687388896942,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.0723689575582148,0.07556148968192929,0.0723689575582148,0.07449731230735779,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07449731183803332,0.07449731183803332,0.07236895710229874,0.07236895710229874,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07236895710229874,0.07236895710229874,0.07130416772351611,0.07236895710229874,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07236896261342331,0.07290105133787718,0.0713041731535536,0.07183687388896942,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07183683366033702,0.07290101051330566,0.07130413322323348,0.07290101051330566,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07290101051330566,0.07290101051330566,0.07183683366033702,0.07290101051330566,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.07290104433674913,0.07290104433674913,0.06970790028572083,0.06970790028572083,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.06970790028572083,0.06970790028572083,0.06864372293901246,0.06970790028572083,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.06970790028572083,0.06970790028572083,0.06864372293901246,0.06970790028572083,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.06970790543045524,0.06970790543045524,0.0665153731547079,0.06704746186733246,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.06704746186733246,0.06757955057995702,0.0665153731547079,0.06704746186733246,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.06704748994116343,0.06757957887658193,0.06598331207032643,0.06651540100574493,9590400,0.0,0.0
1986-06-17 00:00:00-04:00,0.06704749337092764,0.06864376025883899,0.06704749337092764,0.06757958233356476,13075200,0.0,0.0
1986-06-18 00:00:00-04:00,0.06757955057995702,0.06757955057995702,0.06598328444208335,0.06704746186733246,4348800,0.0,0.0
1986-06-19 00:00:00-04:00,0.06704748994116343,0.06757957887658193,0.06598331207032643,0.06651540100574493,8467200,0.0,0.0
1986-06-20 00:00:00-04:00,0.06651535506662937,0.06704744363455861,0.06651535506662937,0.06678140163421631,3801600,0.0,0.0
1986-06-23 00:00:00-04:00,0.0667814511732331,0.06757958233356476,0.0654512264830163,0.06757958233356476,46195200,0.0,0.0
1986-06-24 00:00:00-04:00,0.06757955057995702,0.06811163929258157,0.0665153731547079,0.06704746186733246,14572800,0.0,0.0
1986-06-25 00:00:00-04:00,0.0670474503310777,0.06757953895215053,0.06598327308893204,0.06598327308893204,15235200,0.0,0.0
1986-06-26 00:00:00-04:00,0.06598329544089018,0.06651538424220904,0.06385494023561478,0.06385494023561478,19152000,0.0,0.0
1986-06-27 00:00:00-04:00,0.0638549158178139,0.06438700441566474,0.06279073862211224,0.06332282721996307,10396800,0.0,0.0
1986-06-30 00:00:00-04:00,0.06332287846526825,0.06704750166444984,0.06279078943681374,0.0654512345790863,62352000,0.0,0.0
1986-07-01 00:00:00-04:00,0.0654512345790863,0.0654512345790863,0.06491914555063179,0.0654512345790863,47577600,0.0,0.0
1986-07-02 00:00:00-04:00,0.0654512345790863,0.0654512345790863,0.06491914555063179,0.0654512345790863,52617600,0.0,0.0
1986-07-03 00:00:00-04:00,0.06598331207032643,0.06704748994116343,0.06598331207032643,0.06651540100574493,14140800,0.0,0.0
1986-07-07 00:00:00-04:00,0.06651538424220904,0.06651538424220904,0.06385494023561478,0.06385494023561478,14054400,0.0,0.0
1986-07-08 00:00:00-04:00,0.0638549421461832,0.0638549421461832,0.06172597486615779,0.06225867569446564,14256000,0.0,0.0
1986-07-09 00:00:00-04:00,0.062258647701653354,0.062258647701653354,0.05906550422285479,0.05959759280085564,46137600,0.0,0.0
1986-07-10 00:00:00-04:00,0.05959759402653779,0.06012968261548155,0.05534088531498769,0.0580013282597065,46886400,0.0,0.0
1986-07-11 00:00:00-04:00,0.0580013270668531,0.06066176995685733,0.0580013270668531,0.05959759280085564,17395200,0.0,0.0
1986-07-14 00:00:00-04:00,0.05800134460670522,0.06012969956233215,0.05800134460670522,0.05879947543144226,28598400,0.0,0.0
1986-07-15 00:00:00-04:00,0.058799457650232,0.06066176995685733,0.0580013270668531,0.05959759280085564,13190400,0.0,0.0
1986-07-16 00:00:00-04:00,0.06012971490938809,0.061725981533527374,0.06012971490938809,0.061725981533527374,9360000,0.0,0.0
1986-07-17 00:00:00-04:00,0.061725962033042016,0.06279075145721436,0.061193873326426555,0.06279075145721436,6940800,0.0,0.0
1986-07-18 00:00:00-04:00,0.06279073862211224,0.0638549158178139,0.06119386081774343,0.06332282721996307,12326400,0.0,0.0
1986-07-21 00:00:00-04:00,0.06332282721996307,0.06438700441566474,0.06332282721996307,0.06332282721996307,3513600,0.0,0.0
1986-07-22 00:00:00-04:00,0.06332287846526825,0.0654512345790863,0.06332287846526825,0.0654512345790863,10512000,0.0,0.0
1986-07-23 00:00:00-04:00,0.06545120663957134,0.06651538424220904,0.06385494023561478,0.06385494023561478,20793600,0.0,0.0
1986-07-24 00:00:00-04:00,0.06491909584678639,0.0670474503310777,0.06491909584678639,0.06598327308893204,14140800,0.0,0.0
1986-07-25 00:00:00-04:00,0.06598331207032643,0.06704748994116343,0.06598331207032643,0.06651540100574493,20448000,0.0,0.0
1986-07-28 00:00:00-04:00,0.06651540332654697,0.06651540332654697,0.0649191364645958,0.0649191364645958,11808000,0.0,0.0
1986-07-29 00:00:00-04:00,0.06491909301351556,0.0654511816113664,0.06225865002426141,0.06332282721996307,14054400,0.0,0.0
1986-07-30 00:00:00-04:00,0.06332282362330165,0.06332282362330165,0.05906550307148945,0.061193857342004776,26409600,0.0,0.0
1986-07-31 00:00:00-04:00,0.06119386274326898,0.06172595135786251,0.06066177412867546,0.06066177412867546,15638400,0.0,0.0
1986-08-01 00:00:00-04:00,0.06066177957773555,0.06119386824012496,0.059597602252956745,0.060129690915346146,12902400,0.0,0.0
1986-08-04 00:00:00-04:00,0.060129690915346146,0.060129690915346146,0.05853342492817793,0.060129690915346146,12441600,0.0,0.0
1986-08-05 00:00:00-04:00,0.06012968137885648,0.06066176995685733,0.05959759280085564,0.05959759280085564,2822400,0.0,0.0
1986-08-06 00:00:00-04:00,0.05959759821385453,0.06012968684018275,0.05800133233486989,0.05906550958752632,18316800,0.0,0.0
1986-08-07 00:00:00-04:00,0.05906552632719456,0.059597615104321225,0.05800134877294124,0.0585334375500679,3657600,0.0,0.0
1986-08-08 00:00:00-04:00,0.0585334209611981,0.06012968684018275,0.0585334209611981,0.05906550958752632,4147200,0.0,0.0
1986-08-11 00:00:00-04:00,0.06012968020674711,0.0617259459096336,0.06012968020674711,0.061193857342004776,7948800,0.0,0.0
1986-08-12 00:00:00-04:00,0.061193873326426555,0.06279075145721436,0.061193873326426555,0.06279075145721436,9993600,0.0,0.0
1986-08-13 00:00:00-04:00,0.06279073862211224,0.06332282721996307,0.06225865002426141,0.06332282721996307,6883200,0.0,0.0
1986-08-14 00:00:00-04:00,0.06332286960264463,0.06545122541857952,0.06332286960264463,0.0649191364645958,20131200,0.0,0.0
1986-08-15 00:00:00-04:00,0.06491912020142225,0.06545120902211006,0.06438703138073443,0.06518516689538956,6105600,0.0,0.0
1986-08-18 00:00:00-04:00,0.06518515132234022,0.06545119338550198,0.0643870159983635,0.0643870159983635,12787200,0.0,0.0
1986-08-19 00:00:00-04:00,0.0643870159983635,0.06465306262877098,0.06332283861122501,0.0643870159983635,20390400,0.0,0.0
1986-08-20 00:00:00-04:00,0.06438702903693364,0.06438702903693364,0.06385494023561478,0.06385494023561478,20764800,0.0,0.0
1986-08-21 00:00:00-04:00,0.06385494023561478,0.06491911783825248,0.06385494023561478,0.06385494023561478,49536000,0.0,0.0
1986-08-22 00:00:00-04:00,0.06385492887044528,0.06438701757706074,0.061725962033042016,0.06279075145721436,5760000,0.0,0.0
1986-08-25 00:00:00-04:00,0.06279075145721436,0.06279075145721436,0.061725962033042016,0.06279075145721436,2419200,0.0,0.0
1986-08-26 00:00:00-04:00,0.06279076451170483,0.06279076451170483,0.06225867569446564,0.06225867569446564,10857600,0.0,0.0
1986-08-27 00:00:00-04:00,0.06225867569446564,0.06279076451170483,0.06172597486615779,0.06225867569446564,9532800,0.0,0.0
1986-08-28 00:00:00-04:00,0.06225867569446564,0.06279076451170483,0.06225867569446564,0.06225867569446564,3427200,0.0,0.0
1986-08-29 00:00:00-04:00,0.06225865198329161,0.06279074059788514,0.05959759689948841,0.06066177412867546,25430400,0.0,0.0
1986-09-02 00:00:00-04:00,0.06066177546651096,0.06066177546651096,0.05826737436441142,0.05906550958752632,5212800,0.0,0.0
1986-09-03 00:00:00-04:00,0.05853342991235226,0.05853342991235226,0.05587298637386606,0.05746925249695778,18316800,0.0,0.0
1986-09-04 00:00:00-04:00,0.058533441962722664,0.06225867569446564,0.058533441962722664,0.06225867569446564,39427200,0.0,0.0
1986-09-05 00:00:00-04:00,0.06225869169467718,0.0649191364645958,0.061725990729467516,0.0649191364645958,26352000,0.0,0.0
1986-09-08 00:00:00-04:00,0.06491910469193274,0.06545119338550198,0.0643870159983635,0.0643870159983635,9619200,0.0,0.0
1986-09-09 00:00:00-04:00,0.06438705652217727,0.06704750166444984,0.06438705652217727,0.0654512345790863,37526400,0.0,0.0
1986-09-10 00:00:00-04:00,0.06545119338550198,0.06598328207907123,0.0643870159983635,0.0643870159983635,10886400,0.0,0.0
1986-09-11 00:00:00-04:00,0.06438703791822761,0.06491912679294069,0.061725981533527374,0.061725981533527374,35654400,0.0,0.0
1986-09-12 00:00:00-04:00,0.06172595690251437,0.062258657575794324,0.060129690915346146,0.060129690915346146,24451200,0.0,0.0
1986-09-15 00:00:00-04:00,0.06012968020674711,0.06119385734200477,0.05906550307148945,0.061193857342004776,22492800,0.0,0.0
1986-09-16 00:00:00-04:00,0.06119385734200477,0.0617259459096336,0.06012968020674711,0.061193857342004776,5184000,0.0,0.0
1986-09-17 00:00:00-04:00,0.061193873326426555,0.06385492887044528,0.060661784619811095,0.06279075145721436,8035200,0.0,0.0
1986-09-18 00:00:00-04:00,0.06279073862211224,0.06438700441566474,0.06279073862211224,0.06332282721996307,5356800,0.0,0.0
1986-09-19 00:00:00-04:00,0.06332282721996307,0.0638549158178139,0.06279073862211224,0.06332282721996307,2505600,0.0,0.0
1986-09-22 00:00:00-04:00,0.06332284016382982,0.06332284016382982,0.06279075145721436,0.06279075145721436,4492800,0.0,0.0
1986-09-23 00:00:00-04:00,0.06279076263297707,0.06438702903693364,0.06279076263297707,0.06385494023561478,5961600,0.0,0.0
1986-09-24 00:00:00-04:00,0.063854920004067,0.063854920004067,0.06279074273859915,0.06305678933858871,4780800,0.0,0.0
1986-09-25 00:00:00-04:00,0.06305681801506852,0.06332286016880143,0.061725981533527374,0.061725981533527374,5155200,0.0,0.0
1986-09-26 00:00:00-04:00,0.061725981533527374,0.06225868241937524,0.06119389265881428,0.061725981533527374,2332800,0.0,0.0
1986-09-29 00:00:00-04:00,0.06172595690251437,0.06172595690251437,0.060129690915346146,0.060129690915346146,6192000,0.0,0.0
1986-09-30 00:00:00-04:00,0.060129690915346146,0.06119386824012496,0.060129690915346146,0.060129690915346146,5184000,0.0,0.0
1986-10-01 00:00:00-04:00,0.06012968137885648,0.061193858534858175,0.058533415644853946,0.05959759280085564,32428800,0.0,0.0
1986-10-02 00:00:00-04:00,0.05959759280085564,0.06066176995685733,0.05906550422285479,0.05959759280085564,22723200,0.0,0.0
1986-10-03 00:00:00-04:00,0.059597602252956745,0.06066177957773555,0.059597602252956745,0.060129690915346146,14716800,0.0,0.0
1986-10-06 00:00:00-04:00,0.061725990729467516,0.06598331437256325,0.061725990729467516,0.0649191364645958,85334400,0.0,0.0
1986-10-07 00:00:00-04:00,0.06491912381384611,0.06757956806532558,0.06491912381384611,0.06624934822320938,59788800,0.0,0.0
1986-10-08 00:00:00-04:00,0.06624931313728466,0.06890975141253738,0.06545117800091313,0.06811162084341049,119606400,0.0,0.0
1986-10-09 00:00:00-04:00,0.0681116361958978,0.07183686902585096,0.0681116361958978,0.07023999094963074,92563200,0.0,0.0
1986-10-10 00:00:00-04:00,0.07023997989020433,0.0750293893429218,0.06917580268089471,0.07343312352895737,76752000,0.0,0.0
1986-10-13 00:00:00-04:00,0.07343313509115067,0.07343313509115067,0.07023999094963074,0.07023999094963074,27129600,0.0,0.0
1986-10-14 00:00:00-04:00,0.07077206876956918,0.07183685799383606,0.07077206876956918,0.07130415737628937,12873600,0.0,0.0
1986-10-15 00:00:00-04:00,0.07130416817272413,0.07502940099464353,0.07130416817272413,0.07449731230735779,63532800,0.0,0.0
1986-10-16 00:00:00-04:00,0.07449731230735779,0.07502940099464353,0.07396522362007205,0.07449731230735779,21859200,0.0,0.0
1986-10-17 00:00:00-04:00,0.07449730550697709,0.07715774413330578,0.07449730550697709,0.07662566006183624,124444800,0.0,0.0
1986-10-20 00:00:00-04:00,0.07662567400801576,0.07822193564744089,0.07502940780134455,0.07715775817632675,43545600,0.0,0.0
1986-10-21 00:00:00-04:00,0.07768981944282605,0.08035025745630264,0.07768981944282605,0.08035025745630264,112377600,0.0,0.0
1986-10-22 00:00:00-04:00,0.08035025745630264,0.08114839251414098,0.07981817350740268,0.08035025745630264,54576000,0.0,0.0
1986-10-23 00:00:00-04:00,0.08035025745630264,0.080882350539691,0.0795521315329527,0.08035025745630264,70444800,0.0,0.0
1986-10-24 00:00:00-04:00,0.08035028069751973,0.08035028069751973,0.07768984191451457,0.07981819659471512,101376000,0.0,0.0
1986-10-27 00:00:00-05:00,0.08035028492428943,0.08247926086187363,0.08035028492428943,0.08247926086187363,125654400,0.0,0.0
1986-10-28 00:00:00-05:00,0.08247924514581724,0.08567177672573613,0.08247924514581724,0.08434154838323593,142646400,0.0,0.0
1986-10-29 00:00:00-05:00,0.08434156713153117,0.08460761833986562,0.08088238075715033,0.08194717019796371,53222400,0.0,0.0
1986-10-30 00:00:00-05:00,0.0819471495285374,0.084607596999398,0.08141506551505899,0.08354341983795166,44380800,0.0,0.0
1986-10-31 00:00:00-05:00,0.0835434382579542,0.08460761565403477,0.08194716759658759,0.08247926086187363,63734400,0.0,0.0
1986-11-03 00:00:00-05:00,0.0830113406125137,0.08460761118965192,0.0830113406125137,0.08407551795244217,42192000,0.0,0.0
1986-11-04 00:00:00-05:00,0.08407551512241732,0.08726804703474045,0.08407551512241732,0.08726804703474045,54403200,0.0,0.0
1986-11-05 00:00:00-05:00,0.0872680579724807,0.09312165045685704,0.08673596468649158,0.09258955717086792,45100800,0.0,0.0
1986-11-06 00:00:00-05:00,0.09258954292721178,0.09684625202231979,0.0920574588575685,0.09471789747476578,72576000,0.0,0.0
1986-11-07 00:00:00-05:00,0.09471791332125966,0.09525000661441366,0.09258955841762767,0.09418582916259766,44323200,0.0,0.0
1986-11-10 00:00:00-05:00,0.09418582090039843,0.09418582090039843,0.08992849032114178,0.09046058356761932,28684800,0.0,0.0
1986-11-11 00:00:00-05:00,0.09099330008029938,0.09205747757039524,0.09099330008029938,0.09099330008029938,11894400,0.0,0.0
1986-11-12 00:00:00-05:00,0.09099330008029938,0.09312165506049111,0.08992850144472556,0.09099330008029938,34156800,0.0,0.0
1986-11-13 00:00:00-05:00,0.09099328812132072,0.09152537222919226,0.08939640551781868,0.08966244757175446,30211200,0.0,0.0
1986-11-14 00:00:00-05:00,0.0896624482651486,0.09046058356761931,0.08780013560421401,0.09046058356761932,18720000,0.0,0.0
1986-11-17 00:00:00-05:00,0.09046059475701965,0.09205747757039524,0.08939641726692378,0.09099330008029938,24307200,0.0,0.0
1986-11-18 00:00:00-05:00,0.0909932799299753,0.09152536398994787,0.08620386570692062,0.08620386570692062,59673600,0.0,0.0
1986-11-19 00:00:00-05:00,0.08620390622868597,0.08992852380279127,0.08620390622868597,0.08939643949270248,48729600,0.0,0.0
1986-11-20 00:00:00-05:00,0.0893964228094007,0.09631418436765671,0.0893964228094007,0.09631418436765671,98179200,0.0,0.0
1986-11-21 00:00:00-05:00,0.09684629597703086,0.10057153470409566,0.09684629597703086,0.09950673580169678,91065600,0.0,0.0
1986-11-24 00:00:00-05:00,0.0995067484857911,0.10802078363633379,0.09631421480854396,0.10748869925737381,173836800,0.0,0.0
1986-11-25 00:00:00-05:00,0.1074886362612376,0.10908489759708838,0.10695654305962707,0.10855281352996826,95788800,0.0,0.0
1986-11-26 00:00:00-05:00,0.10855287714978952,0.1090849615287495,0.10748869925737381,0.10748869925737381,38793600,0.0,0.0
1986-11-28 00:00:00-05:00,0.10748861547084901,0.10802069943505373,0.10482817738084804,0.10589234530925751,41328000,0.0,0.0
1986-12-01 00:00:00-05:00,0.10589235009281256,0.10642444321554259,0.10323191188262962,0.10376400500535965,40291200,0.0,0.0
1986-12-02 00:00:00-05:00,0.10429613292217255,0.10642448804055812,0.10429613292217255,0.10429613292217255,28771200,0.0,0.0
1986-12-03 00:00:00-05:00,0.1042961473912123,0.10536032509803883,0.10323196968438578,0.10349801182746887,35164800,0.0,0.0
1986-12-04 00:00:00-05:00,0.10349798746423149,0.10589238445733093,0.10269986122285968,0.10482821613550186,42508800,0.0,0.0
1986-12-05 00:00:00-05:00,0.1048282262690154,0.10536031048136534,0.10429613292217255,0.10429613292217255,107510400,0.0,0.0
1986-12-08 00:00:00-05:00,0.10429612911469623,0.10536030663503973,0.10163568988108376,0.10323195159435272,22665600,0.0,0.0
1986-12-09 00:00:00-05:00,0.10323193760066057,0.10376403085595026,0.10216776022457252,0.10269985347986221,16099200,0.0,0.0
1986-12-10 00:00:00-05:00,0.10269988539821961,0.10376406310504613,0.10163570769139309,0.10349801182746887,27590400,0.0,0.0
1986-12-11 00:00:00-05:00,0.10349799746915472,0.1048282262690154,0.10323195536297976,0.10429613292217255,11635200,0.0,0.0
1986-12-12 00:00:00-05:00,0.10429613768662094,0.10429613768662094,0.10057152062654495,0.10057152062654495,25286400,0.0,0.0
1986-12-15 00:00:00-05:00,0.10057150920439907,0.10110359338062556,0.09631417811114175,0.09791044890880585,50774400,0.0,0.0
1986-12-16 00:00:00-05:00,0.09844252949473227,0.10057150553645304,0.09844252949473227,0.09897462278604507,77299200,0.0,0.0
1986-12-17 00:00:00-05:00,0.09897457502519287,0.1005714570050146,0.09897457502519287,0.10003875195980072,23356800,0.0,0.0
1986-12-18 00:00:00-05:00,0.10003882582407642,0.10110361555554442,0.0995067323966543,0.1008375734090805,12672000,0.0,0.0
1986-12-19 00:00:00-05:00,0.10110359655366573,0.10429612911469623,0.10110359655366573,0.10323195159435272,56592000,0.0,0.0
1986-12-22 00:00:00-05:00,0.10323195536297976,0.10536031048136534,0.10323195536297976,0.10429613292217255,18316800,0.0,0.0
1986-12-23 00:00:00-05:00,0.10429613665273509,0.10536031424999238,0.10429613665273509,0.10536031424999237,23788800,0.0,0.0
1986-12-24 00:00:00-05:00,0.10536030355614512,0.10536030355614512,0.1048282193787685,0.10509426146745682,7027200,0.0,0.0
1986-12-26 00:00:00-05:00,0.10509425821595914,0.10589238445733093,0.10482821613550188,0.10482821613550186,3715200,0.0,0.0
1986-12-29 00:00:00-05:00,0.10482823105777084,0.10589239953108398,0.10057152062654495,0.10057152062654495,41702400,0.0,0.0
1986-12-30 00:00:00-05:00,0.10057150218990021,0.10216776374173854,0.09950670363174464,0.10163567960262299,25401600,0.0,0.0
1986-12-31 00:00:00-05:00,0.10163567610377418,0.10429611497674861,0.10163567610377418,0.10269985347986221,23356800,0.0,0.0
1987-01-02 00:00:00-05:00,0.10269985701534576,0.10376403442806853,0.10110358632901577,0.10163567960262299,12643200,0.0,0.0
1987-01-05 00:00:00-05:00,0.1016357254163353,0.10855287714978952,0.10110363190287955,0.10748869925737381,48499200,0.0,0.0
1987-01-06 00:00:00-05:00,0.10748870883548796,0.10961706480997313,0.10695661527461837,0.10908497124910355,40032000,0.0,0.0
1987-01-07 00:00:00-05:00,0.10908491263105743,0.11493850499391556,0.10908491263105743,0.11493850499391556,60998400,0.0,0.0
1987-01-08 00:00:00-05:00,0.11547059965368274,0.11972793084853582,0.11547059965368274,0.11866313219070435,61488000,0.0,0.0
1987-01-09 00:00:00-05:00,0.11866312895900046,0.12398463752126665,0.11813104478456737,0.12345254421234131,63705600,0.0,0.0
1987-01-12 00:00:00-05:00,0.12345249602497893,0.1324986176807699,0.12238831895700202,0.13143444061279297,128793600,0.0,0.0
1987-01-13 00:00:00-05:00,0.13037033013067065,0.13037033013067065,0.1255809143006223,0.1277092695236206,76320000,0.0,0.0
1987-01-14 00:00:00-05:00,0.1277092695236206,0.1282413537621235,0.125048820927626,0.1277092695236206,69465600,0.0,0.0
1987-01-15 00:00:00-05:00,0.1277092392203304,0.13781953157437607,0.1277092392203304,0.13462699949741364,117014400,0.0,0.0
